SIMRUN,TIMEINT,QUEUECOUNTER,QLEN,QLENMAX,QSTOPS
2,3180-3240,5,26.54,88,11
2,3180-3240,6,39.12,70.82,9
2,3180-3240,7,35.32,81.99,21
2,3240-3300,1,9.57,27.28,2
2,3240-3300,2,10.42,37.4,8
2,3240-3300,3,48.37,108.45,28
2,3240-3300,4,0.6,12.36,2
2,3240-3300,5,8.38,33.86,6
2,3240-3300,6,14.82,43.66,3
2,3240-3300,7,39.8,81.06,16
2,3300-3360,1,12.55,30.58,3
2,3300-3360,2,21.61,36.87,6
2,3300-3360,3,141.74,147.75,20
2,3300-3360,4,0.02,5.21,1
2,3300-3360,5,19.47,49.2,7
2,3300-3360,6,0.86,10.38,3
2,3300-3360,7,47.28,75.8,17
2,3360-3420,1,8.61,25.65,9
2,3360-3420,2,20.54,51.74,10
2,3360-3420,3,37.89,94.55,16
2,3360-3420,4,4.02,29.32,5
2,3360-3420,5,7.85,32.79,5
2,3360-3420,6,4.76,17.36,5
2,3360-3420,7,14.04,35.71,4
2,3420-3480,1,10.72,33.7,10
2,3420-3480,2,11.64,18.49,4
2,3420-3480,3,17.84,58.26,10
2,3420-3480,4,1.21,11.11,2
2,3420-3480,5,36.12,75.99,12
2,3420-3480,6,9.83,19.72,4
2,3420-3480,7,23.33,50.41,14
2,3480-3540,1,12.6,37.21,9
2,3480-3540,2,2.38,5.4,1
2,3480-3540,3,22.4,69.67,12
2,3480-3540,4,3.7,17.09,3
2,3480-3540,5,7.15,23.83,4
2,3480-3540,6,12.72,33.46,3
2,3480-3540,7,23.03,49.49,10
2,3540-3600,1,12.98,30.23,8
2,3540-3600,2,5,12.3,2
2,3540-3600,3,22.5,67.98,10
2,3540-3600,4,0.71,11.17,2
2,3540-3600,5,7.63,23.23,3
2,3540-3600,6,1.26,5.26,2
2,3540-3600,7,34.83,71.82,16
2,3600-3660,1,11.2,31.32,5
2,3600-3660,2,4.97,17.47,7
2,3600-3660,3,20,79.07,9
2,3600-3660,4,2.74,13.59,2
2,3600-3660,5,5.7,17.87,3
2,3600-3660,6,8.61,30.9,5
2,3600-3660,7,51.03,85.59,10
2,3660-3720,1,15.57,37.31,7
2,3660-3720,2,26.99,52.26,5
2,3660-3720,3,16.2,41.13,8
2,3660-3720,4,0.94,10.67,2
2,3660-3720,5,14.44,39.77,5
2,3660-3720,6,35.65,62.26,10
2,3660-3720,7,40.44,93.19,25
2,3720-3780,1,3.95,19.34,3
2,3720-3780,2,18.04,25.22,5
2,3720-3780,3,44.62,116.6,28
2,3720-3780,4,15.65,37.57,5
2,3720-3780,5,24.89,63.01,8
2,3720-3780,6,19.28,31.66,2
2,3720-3780,7,47.89,117.3,17
2,3780-3840,1,3.97,12.24,3
2,3780-3840,2,12.96,26.45,6
2,3780-3840,3,82.32,147.66,14
2,3780-3840,4,2.79,11.11,2
2,3780-3840,5,2.33,61.33,2
2,3780-3840,6,8.59,18.88,4
2,3780-3840,7,45.38,86.01,25
2,3840-3900,1,14.19,32.17,6
2,3840-3900,2,11.75,19.15,3
2,3840-3900,3,72.26,147.4,26
2,3840-3900,4,0.03,4.85,1
2,3840-3900,5,0.02,4.62,1
2,3840-3900,6,9.51,23.86,5
2,3840-3900,7,40.34,99.09,18
2,3900-3960,1,8.05,18.46,3
2,3900-3960,2,19.65,51.3,11
2,3900-3960,3,72.53,147.13,16
2,3900-3960,4,0,0,0
2,3900-3960,5,6.53,17.7,3
2,3900-3960,6,3.84,18.4,3
2,3900-3960,7,27.56,50.16,12
2,3960-4020,1,5.69,39.62,8
2,3960-4020,2,16.75,37.19,8
2,3960-4020,3,17.45,33.34,12
2,3960-4020,4,0.04,4.93,1
2,3960-4020,5,18.64,54.85,7
2,3960-4020,6,6.72,12.41,3
2,3960-4020,7,12.41,31.05,5
2,4020-4080,1,37.01,109.38,17
2,4020-4080,2,3.88,6.31,1
2,4020-4080,3,8.01,32.21,5
2,4020-4080,4,8.68,37.82,6
2,4020-4080,5,51.41,138.5,21
2,4020-4080,6,14.07,25.49,4
2,4020-4080,7,10.13,37.19,10
2,4080-4140,1,9.29,25.03,6
2,4080-4140,2,16.53,44.63,8
2,4080-4140,3,15.31,38.85,6
2,4080-4140,4,1.57,16.21,3
2,4080-4140,5,38.72,95.49,8
2,4080-4140,6,9.53,18.67,3
2,4080-4140,7,21.67,50.22,8
2,4140-4200,1,7.46,18.8,5
2,4140-4200,2,23.32,45.22,7
2,4140-4200,3,15.08,47.1,7
2,4140-4200,4,0.02,4.78,1
2,4140-4200,5,27.59,86.03,12
2,4140-4200,6,12.46,17.84,4
2,4140-4200,7,9.45,25.1,7
2,4200-4260,1,18.51,52.16,14
2,4200-4260,2,21.28,47.44,10
2,4200-4260,3,21.78,46.97,7
2,4200-4260,4,5.67,29.53,5
2,4200-4260,5,50.48,139.86,15
2,4200-4260,6,7.89,25.25,5
2,4200-4260,7,17.75,42.24,8
2,4260-4320,1,38.5,90.44,21
2,4260-4320,2,25.81,43.91,9
2,4260-4320,3,13.01,40.58,11
2,4260-4320,4,7.64,28.69,4
2,4260-4320,5,10.89,34.18,6
2,4260-4320,6,14.38,38.77,6
2,4260-4320,7,25.6,68.52,11
2,4320-4380,1,10.06,24.89,7
2,4320-4380,2,21.27,30.52,4
2,4320-4380,3,18.41,47.31,11
2,4320-4380,4,3.64,25.01,2
2,4320-4380,5,15.27,48.06,7
2,4320-4380,6,12.16,45.7,6
2,4320-4380,7,34.57,62.93,10
2,4380-4440,1,8.77,19.02,7
2,4380-4440,2,22.53,43.41,7
2,4380-4440,3,15.44,34.4,7
2,4380-4440,4,1,10.77,1
2,4380-4440,5,16.87,55.86,8
2,4380-4440,6,10.09,33.13,5
2,4380-4440,7,43.66,71.33,14
2,4440-4500,1,6.43,19.9,4
2,4440-4500,2,12.71,24.85,4
2,4440-4500,3,19.83,68.58,14
2,4440-4500,4,0.97,10.92,1
2,4440-4500,5,9.53,36.04,6
2,4440-4500,6,19.41,37.56,6
2,4440-4500,7,28.6,70.41,11
3,900-960,1,13.4,43.53,5
3,900-960,2,8.11,25.82,4
3,900-960,3,17.83,66.05,11
3,900-960,4,0.97,11.43,2
3,900-960,5,34.64,69.32,11
3,900-960,6,10.31,24.2,3
3,900-960,7,9.26,37.89,9
3,960-1020,1,4.27,26.13,4
3,960-1020,2,10.45,25.38,6
3,960-1020,3,13.12,47.46,9
3,960-1020,4,0.39,11.09,2
3,960-1020,5,29.79,69.98,11
3,960-1020,6,4.79,11.66,3
3,960-1020,7,15.47,44.56,6
3,1020-1080,1,6.53,19,3
3,1020-1080,2,18.04,35.45,6
3,1020-1080,3,12.75,37.42,6
3,1020-1080,4,3.11,18.53,3
3,1020-1080,5,11.21,23.73,4
3,1020-1080,6,11.1,24.04,5
3,1020-1080,7,17.62,31.06,8
3,1080-1140,1,9.61,23.95,6
3,1080-1140,2,2.48,12.08,2
3,1080-1140,3,21.41,77.25,14
3,1080-1140,4,0.49,10.75,2
3,1080-1140,5,18.27,40.77,6
3,1080-1140,6,10.79,25.6,4
3,1080-1140,7,22.34,56.8,7
3,1140-1200,1,10.83,39.89,7
3,1140-1200,2,6.28,20.6,3
3,1140-1200,3,12.87,43.66,7
3,1140-1200,4,0.02,3.84,1
3,1140-1200,5,13,24.76,4
3,1140-1200,6,13,30.43,4
3,1140-1200,7,8.68,32.81,3
3,1200-1260,1,5.98,36.61,4
3,1200-1260,2,6.46,19.6,4
3,1200-1260,3,36.31,97.28,18
3,1200-1260,4,0.79,10.5,2
3,1200-1260,5,11.16,28.62,5
3,1200-1260,6,6.35,23.22,5
3,1200-1260,7,22.21,41.16,14
3,1260-1320,1,14.78,43.11,5
3,1260-1320,2,13.89,25.27,4
3,1260-1320,3,29.51,91.18,13
3,1260-1320,4,0,0,0
3,1260-1320,5,18.85,51.02,7
3,1260-1320,6,8.68,17.16,3
3,1260-1320,7,18.67,51.48,14
3,1320-1380,1,1.85,12.41,3
3,1320-1380,2,12.77,24.82,6
3,1320-1380,3,11.97,38.62,6
3,1320-1380,4,2.18,11.63,2
3,1320-1380,5,20.43,57.89,4
3,1320-1380,6,10.77,30.71,7
3,1320-1380,7,43.24,71.41,13
3,1380-1440,1,5.33,19.44,6
3,1380-1440,2,23.98,45.97,10
3,1380-1440,3,38.75,80.08,18
3,1380-1440,4,3.3,17.1,3
3,1380-1440,5,4.31,29,4
3,1380-1440,6,15.08,31.48,4
3,1380-1440,7,16.72,38.99,5
3,1440-1500,1,14.94,45.14,7
3,1440-1500,2,32.14,53.28,9
3,1440-1500,3,72.84,148.35,20
3,1440-1500,4,0,0,0
3,1440-1500,5,9.58,31.12,4
3,1440-1500,6,0.07,5.18,1
3,1440-1500,7,12.96,37.35,13
3,1500-1560,1,42.26,70.13,10
3,1500-1560,2,22.55,39.32,5
3,1500-1560,3,17.01,44.28,6
3,1500-1560,4,0,0,0
3,1500-1560,5,5.96,40.72,3
3,1500-1560,6,9.34,18.48,3
3,1500-1560,7,26.52,51.7,16
3,1560-1620,1,20.91,42.82,4
3,1560-1620,2,17.39,57.08,9
3,1560-1620,3,19.76,34.71,13
3,1560-1620,4,0.66,10,2
3,1560-1620,5,11.6,44.88,9
3,1560-1620,6,0.11,5.1,2
3,1560-1620,7,29.15,54,8
3,1620-1680,1,7.23,19.06,4
3,1620-1680,2,35.01,52.11,8
3,1620-1680,3,24.65,59.95,26
3,1620-1680,4,0.59,11.4,2
3,1620-1680,5,44.08,109.79,13
3,1620-1680,6,8.7,36.24,7
3,1620-1680,7,11.46,46.8,12
3,1680-1740,1,3.75,25.51,5
3,1680-1740,2,26.06,44.02,7
3,1680-1740,3,35.02,77.9,15
3,1680-1740,4,0,0,0
3,1680-1740,5,10.12,38.37,3
3,1680-1740,6,6.7,35.13,4
3,1680-1740,7,21.08,36.85,11
3,1740-1800,1,5.27,32.48,5
3,1740-1800,2,24.3,44.35,7
3,1740-1800,3,20.64,54.59,12
3,1740-1800,4,3.03,11.54,2
3,1740-1800,5,26.52,95.3,14
3,1740-1800,6,12.58,44.83,9
3,1740-1800,7,40.77,81.34,11
3,1800-1860,1,18.44,45.89,10
3,1800-1860,2,25.96,45.38,7
3,1800-1860,3,23.62,50.85,10
3,1800-1860,4,0.57,14.97,1
3,1800-1860,5,4.88,29.36,5
3,1800-1860,6,9.96,44,4
3,1800-1860,7,42.05,63.23,9
3,1860-1920,1,25.01,63.4,6
3,1860-1920,2,22.55,42.89,8
3,1860-1920,3,19.96,54.17,9
3,1860-1920,4,3.11,20.02,3
3,1860-1920,5,5.91,24.86,4
3,1860-1920,6,12.78,25.63,5
3,1860-1920,7,48.4,101.74,16
3,1920-1980,1,5.1,37.62,6
3,1920-1980,2,10.57,18.55,2
3,1920-1980,3,26.27,68.14,18
3,1920-1980,4,6.07,41.85,1
3,1920-1980,5,5.03,23.25,4
3,1920-1980,6,6.52,31.76,3
3,1920-1980,7,73.66,108.07,20
3,1980-2040,1,5.91,43.75,3
3,1980-2040,2,7.19,30.13,5
3,1980-2040,3,42.64,98.67,16
3,1980-2040,4,0.01,4.48,1
3,1980-2040,5,15.35,56.73,7
3,1980-2040,6,13.03,46.3,10
3,1980-2040,7,49.71,90.21,13
3,2040-2100,1,7.19,21,3
3,2040-2100,2,13.4,31.28,7
3,2040-2100,3,25.27,71.5,14
3,2040-2100,4,0.02,4.56,1
3,2040-2100,5,16.75,42.63,7
3,2040-2100,6,21.02,52.68,4
3,2040-2100,7,53.85,95.86,14
3,2100-2160,1,7.32,28.14,7
3,2100-2160,2,9.01,17.68,5
3,2100-2160,3,13.7,56.41,9
3,2100-2160,4,3.67,23.06,4
3,2100-2160,5,13.41,42.94,7
3,2100-2160,6,5.08,11.71,1
3,2100-2160,7,69.96,95,13
3,2160-2220,1,7.03,27.32,5
3,2160-2220,2,12.51,40.22,7
3,2160-2220,3,6.06,25.16,7
3,2160-2220,4,1.49,17.62,3
3,2160-2220,5,27.73,74.2,11
3,2160-2220,6,2.22,11.89,2
3,2160-2220,7,57.02,83.06,13
3,2220-2280,1,14.77,30.94,9
3,2220-2280,2,51.84,101.26,20
3,2220-2280,3,9.69,27.28,9
3,2220-2280,4,0.02,3.88,1
3,2220-2280,5,66,138.89,16
3,2220-2280,6,13.46,41.27,6
3,2220-2280,7,47,84.54,15
3,2280-2340,1,15.82,38.69,3
3,2280-2340,2,90.43,100.34,7
3,2280-2340,3,14.12,51.23,17
3,2280-2340,4,2.54,17.75,3
3,2280-2340,5,32.4,74.11,8
3,2280-2340,6,8.5,18.15,2
3,2280-2340,7,40.12,65,12
3,2340-2400,1,12.99,30.75,7
3,2340-2400,2,59.98,95.11,15
3,2340-2400,3,11.36,45.49,4
3,2340-2400,4,0,0,0
3,2340-2400,5,17.12,49.9,7
3,2340-2400,6,1.79,11.94,3
3,2340-2400,7,22.56,58.05,7
3,2400-2460,1,21.37,57.45,10
3,2400-2460,2,42.35,56.36,8
3,2400-2460,3,12.12,40.77,8
3,2400-2460,4,9.72,38.49,6
3,2400-2460,5,11.78,37.42,6
3,2400-2460,6,11.36,32.1,3
3,2400-2460,7,13.87,25.23,8
3,2460-2520,1,27.9,70.32,8
3,2460-2520,2,24.87,52.17,8
3,2460-2520,3,35.25,67.05,15
3,2460-2520,4,0.05,5.03,1
3,2460-2520,5,29.19,83.67,8
3,2460-2520,6,6.52,31.74,6
3,2460-2520,7,20.86,64.87,16
3,2520-2580,1,9.45,25.39,12
3,2520-2580,2,43.68,72.3,14
3,2520-2580,3,65.98,147.09,22
3,2520-2580,4,3.22,17.52,3
3,2520-2580,5,36.96,102.99,12
3,2520-2580,6,8.41,30.5,4
3,2520-2580,7,41.19,77.96,16
3,2580-2640,1,11.63,37.92,2
3,2580-2640,2,36.1,62.03,11
3,2580-2640,3,26.54,58.35,9
3,2580-2640,4,2.51,10.88,2
3,2580-2640,5,30.38,63.49,10
3,2580-2640,6,29.49,56.5,9
3,2580-2640,7,46.77,70.96,14
3,2640-2700,1,11.66,53.33,11
3,2640-2700,2,58.97,90.09,13
3,2640-2700,3,37.76,109.29,14
3,2640-2700,4,3.72,16.44,3
3,2640-2700,5,13.24,77.65,4
3,2640-2700,6,30.97,58.43,9
3,2640-2700,7,51.32,75.43,12
3,2700-2760,1,52.47,71.79,12
3,2700-2760,2,54.66,67.85,12
3,2700-2760,3,17.07,52.65,9
3,2700-2760,4,0,0,0
3,2700-2760,5,2.6,10.97,2
3,2700-2760,6,13.37,48.82,6
3,2700-2760,7,41.36,62.77,10
3,2760-2820,1,38.55,64.04,10
3,2760-2820,2,30.83,48.31,8
3,2760-2820,3,5.3,31.58,4
3,2760-2820,4,0,0,0
3,2760-2820,5,19.27,60.86,10
3,2760-2820,6,15.23,31.43,5
3,2760-2820,7,14.39,25.09,4
3,2820-2880,1,16.05,36.45,7
3,2820-2880,2,22.8,43.99,9
3,2820-2880,3,11.02,26.63,11
3,2820-2880,4,9.18,30.88,5
3,2820-2880,5,48.46,137.87,11
3,2820-2880,6,5.22,18.78,4
3,2820-2880,7,22.19,49.49,11
3,2880-2940,1,7.27,42.08,6
3,2880-2940,2,31.65,47.01,5
3,2880-2940,3,18.59,38.38,14
3,2880-2940,4,0.02,4.97,1
3,2880-2940,5,3.08,16.77,1
3,2880-2940,6,9.43,26.24,4
3,2880-2940,7,19.52,45.83,6
3,2940-3000,1,7.73,25.23,7
3,2940-3000,2,29.23,49.48,9
3,2940-3000,3,12.81,33.04,7
3,2940-3000,4,3.84,16.64,4
3,2940-3000,5,0.85,10.79,2
3,2940-3000,6,12.19,39.09,8
3,2940-3000,7,12.49,37.01,8
3,3000-3060,1,26.38,67.9,16
3,3000-3060,2,27.87,44.51,7
3,3000-3060,3,18.8,38.58,12
3,3000-3060,4,0,0,0
3,3000-3060,5,5.97,29.75,6
3,3000-3060,6,6.2,38.16,3
3,3000-3060,7,13.7,37.99,9
3,3060-3120,1,38.54,100.5,12
3,3060-3120,2,21.62,52.14,8
3,3060-3120,3,17.84,48.04,11
3,3060-3120,4,2.53,18.34,3
3,3060-3120,5,3.31,17.47,4
3,3060-3120,6,4.35,17.18,2
3,3060-3120,7,32.6,89.09,13
3,3120-3180,1,13.66,45.39,5
3,3120-3180,2,21.98,36.61,8
3,3120-3180,3,26.54,69.24,14
3,3120-3180,4,4.45,29.26,2
3,3120-3180,5,91.05,138.02,16
3,3120-3180,6,3.28,24.65,5
3,3120-3180,7,64.21,96.56,24
3,3180-3240,1,15.63,43.01,7
3,3180-3240,2,12.52,28.51,7
3,3180-3240,3,33.64,82.62,13
3,3180-3240,4,5.18,28.02,2
3,3180-3240,5,24.22,137.97,8
3,3180-3240,6,12.84,32.2,7
3,3180-3240,7,63.49,95.97,17
3,3240-3300,1,8.87,26.02,7
3,3240-3300,2,12.68,24.66,4
3,3240-3300,3,29.54,77.23,13
3,3240-3300,4,0.05,5.18,2
3,3240-3300,5,24.09,77.13,10
3,3240-3300,6,9.94,31.32,2
3,3240-3300,7,36.56,70.96,14
3,3300-3360,1,15.87,32.03,5
3,3300-3360,2,20.52,31.23,6
3,3300-3360,3,28.86,89.92,6
3,3300-3360,4,0,0,0
3,3300-3360,5,22.29,62.38,7
3,3300-3360,6,0.75,12.33,2
3,3300-3360,7,47.47,71.44,11
3,3360-3420,1,15.86,65.54,11
3,3360-3420,2,11.91,31.03,8
3,3360-3420,3,7.69,31.99,6
3,3360-3420,4,0,0,0
3,3360-3420,5,69.23,140.25,18
3,3360-3420,6,0.1,5.7,2
3,3360-3420,7,40.3,70.6,16
3,3420-3480,1,15.69,32.13,8
3,3420-3480,2,39.24,66.88,9
3,3420-3480,3,9.46,48.07,8
3,3420-3480,4,0,0,0
3,3420-3480,5,44.53,90.35,14
3,3420-3480,6,5.3,23.47,4
3,3420-3480,7,20.27,48.78,9
3,3480-3540,1,9.41,25.85,4
3,3480-3540,2,57.77,87.78,15
3,3480-3540,3,15.66,54.86,10
3,3480-3540,4,0.05,5.07,1
3,3480-3540,5,29.95,59.29,9
3,3480-3540,6,11.88,29.84,3
3,3480-3540,7,10.46,32.57,6
3,3540-3600,1,1.01,5.87,2
3,3540-3600,2,62.73,85.13,13
3,3540-3600,3,12.6,53.95,6
3,3540-3600,4,2.87,11.11,2
3,3540-3600,5,20.67,58.71,9
3,3540-3600,6,8.28,24.56,5
3,3540-3600,7,7.23,31.19,5
3,3600-3660,1,14,55.59,7
3,3600-3660,2,43.19,65.22,11
3,3600-3660,3,4.42,24.59,8
3,3600-3660,4,0.02,4.69,1
3,3600-3660,5,29.8,63.26,8
3,3600-3660,6,24.99,50.86,6
3,3600-3660,7,15.47,30.74,9
3,3660-3720,1,27.8,74.89,11
3,3660-3720,2,72.62,90.99,14
3,3660-3720,3,18.25,46.24,14
3,3660-3720,4,2.45,10.06,2
3,3660-3720,5,23.31,63.46,8
3,3660-3720,6,24.36,51.52,8
3,3660-3720,7,18.05,52,12
3,3720-3780,1,16.25,32,8
3,3720-3780,2,82.9,122.87,18
3,3720-3780,3,50.46,147.48,29
3,3720-3780,4,0.01,4.48,1
3,3720-3780,5,22.63,42.84,6
3,3720-3780,6,28.64,50.25,9
3,3720-3780,7,22.87,53.02,13
3,3780-3840,1,10.54,31,6
3,3780-3840,2,84.93,121.93,19
3,3780-3840,3,67.57,147.48,14
3,3780-3840,4,3.08,17.09,3
3,3780-3840,5,22.77,64.41,10
3,3780-3840,6,19.33,51.95,9
3,3780-3840,7,46.22,75.59,26
3,3840-3900,1,13.21,30.42,10
3,3840-3900,2,65.52,101.24,14
3,3840-3900,3,67.59,147.49,29
3,3840-3900,4,0.45,11.4,2
3,3840-3900,5,34.23,90.15,13
3,3840-3900,6,21.74,38.39,5
3,3840-3900,7,72.06,103.07,29
3,3900-3960,1,54.22,112.86,28
3,3900-3960,2,55.1,69.87,12
3,3900-3960,3,81.23,147.16,22
3,3900-3960,4,0.03,4.88,1
3,3900-3960,5,47.95,108.1,22
3,3900-3960,6,13.35,26.88,7
3,3900-3960,7,45.11,62.97,23
3,3960-4020,1,56.36,93.75,18
3,3960-4020,2,60.81,97.6,15
3,3960-4020,3,136.35,147.89,13
3,3960-4020,4,5.21,32.88,5
3,3960-4020,5,67.94,127.54,13
3,3960-4020,6,12.45,24.33,6
3,3960-4020,7,51.58,64.96,20
3,4020-4080,1,38.66,62.71,14
3,4020-4080,2,78.1,96.76,13
3,4020-4080,3,95.09,147.91,15
3,4020-4080,4,0,0,0
3,4020-4080,5,125.05,138.04,9
3,4020-4080,6,28.99,45.17,7
3,4020-4080,7,47.21,76.41,26
3,4080-4140,1,112.08,166.85,33
3,4080-4140,2,97.8,108.26,4
3,4080-4140,3,92.21,147.61,28
3,4080-4140,4,0.31,10.36,2
3,4080-4140,5,82.81,138.23,7
3,4080-4140,6,14.71,32.52,7
3,4080-4140,7,92.08,111.65,29
3,4140-4200,1,201.64,262.67,49
3,4140-4200,2,74.26,107.39,17
3,4140-4200,3,56.93,115.3,23
3,4140-4200,4,0,0,0
3,4140-4200,5,55.53,137.96,20
3,4140-4200,6,16.96,48.83,9
3,4140-4200,7,59.76,79.64,15
3,4200-4260,1,148.99,261.77,41
3,4200-4260,2,45.8,97.73,11
3,4200-4260,3,61.17,146.31,20
3,4200-4260,4,0.38,11.21,2
3,4200-4260,5,123.79,139.76,17
3,4200-4260,6,23.54,48.15,5
3,4200-4260,7,31.12,44.15,6
3,4260-4320,1,210.68,258.4,48
3,4260-4320,2,52.25,77.78,13
3,4260-4320,3,27.92,79.91,10
3,4260-4320,4,2.27,11.4,2
3,4260-4320,5,68.63,139.52,19
3,4260-4320,6,9.43,31.92,5
3,4260-4320,7,37.3,99.44,16
3,4320-4380,1,174.37,257.49,63
3,4320-4380,2,37.59,58.33,11
3,4320-4380,3,65.61,125.34,25
3,4320-4380,4,2.9,12.14,2
3,4320-4380,5,52.06,107.26,11
3,4320-4380,6,5.95,31.02,2
3,4320-4380,7,72,105.76,28
3,4380-4440,1,187.58,225.28,44
3,4380-4440,2,19.24,31.47,6
3,4380-4440,3,69.52,122.52,18
3,4380-4440,4,5.03,29.96,6
3,4380-4440,5,43.39,123.16,17
3,4380-4440,6,31.73,43.73,5
3,4380-4440,7,230.02,329.67,69
3,4440-4500,1,71.36,142.62,25
3,4440-4500,2,5.54,23.81,4
3,4440-4500,3,54.38,118.51,19
3,4440-4500,4,12.62,56.88,6
3,4440-4500,5,65.34,137.95,23
3,4440-4500,6,56.65,70.72,5
3,4440-4500,7,264.38,335.82,44
4,900-960,1,8.38,30.86,7
4,900-960,2,6.15,12.43,4
4,900-960,3,40.29,92.21,18
4,900-960,4,1.66,17.31,3
4,900-960,5,18.99,43.07,7
4,900-960,6,24.16,61.49,4
4,900-960,7,69.8,103.36,17
4,960-1020,1,12.66,25.02,7
4,960-1020,2,28.23,64.99,12
4,960-1020,3,20.51,63.45,12
4,960-1020,4,1.54,11.59,2
4,960-1020,5,7.79,25.84,4
4,960-1020,6,7.1,25.41,6
4,960-1020,7,86.08,120.82,19
4,1020-1080,1,11.98,39.04,6
4,1020-1080,2,53.32,86.78,17
4,1020-1080,3,17.04,50.78,6
4,1020-1080,4,0.01,4.56,1
4,1020-1080,5,69.23,139.37,18
4,1020-1080,6,17.2,39.15,4
4,1020-1080,7,87.68,120.34,22
4,1080-1140,1,6.14,33.58,4
4,1080-1140,2,89.17,108.57,22
4,1080-1140,3,33.38,81.8,16
4,1080-1140,4,4.14,31.42,5
4,1080-1140,5,43.38,138.91,9
4,1080-1140,6,11.48,31.3,5
4,1080-1140,7,70.22,102.5,12
4,1140-1200,1,5.46,18.98,5
4,1140-1200,2,77.69,114.8,16
4,1140-1200,3,28.25,94.33,8
4,1140-1200,4,0.04,4.86,1
4,1140-1200,5,39.51,86.72,13
4,1140-1200,6,4.96,11.94,3
4,1140-1200,7,58.8,89.32,16
4,1200-1260,1,7.25,45.01,7
4,1200-1260,2,64.35,92.57,15
4,1200-1260,3,6.82,25.71,6
4,1200-1260,4,2.41,10.93,2
4,1200-1260,5,108.18,140.09,9
4,1200-1260,6,4.83,25.24,5
4,1200-1260,7,47.62,82.72,9
4,1260-1320,1,15.17,50.75,8
4,1260-1320,2,72.42,101.63,16
4,1260-1320,3,10.04,25.06,9
4,1260-1320,4,2.17,12.75,2
4,1260-1320,5,35.51,95.15,14
4,1260-1320,6,2.63,11.5,2
4,1260-1320,7,29.62,77.08,16
4,1320-1380,1,7.73,25.39,6
4,1320-1380,2,88.53,113.67,14
4,1320-1380,3,10.18,31.83,7
4,1320-1380,4,9.57,43.89,6
4,1320-1380,5,53.85,137.86,10
4,1320-1380,6,0.1,5.23,1
4,1320-1380,7,59.05,83.54,11
4,1380-1440,1,9.84,24.81,11
4,1380-1440,2,96.09,141.6,24
4,1380-1440,3,8.71,23.44,6
4,1380-1440,4,0.04,5.24,1
4,1380-1440,5,18.26,64.85,6
4,1380-1440,6,11.64,31.55,8
4,1380-1440,7,25.76,56.38,8
4,1440-1500,1,12.59,30.64,8
4,1440-1500,2,140.25,161.56,25
4,1440-1500,3,4.1,26.15,3
4,1440-1500,4,1.53,11.03,2
4,1440-1500,5,9.11,29.02,5
4,1440-1500,6,10.41,19.17,4
4,1440-1500,7,16.25,37.73,8
4,1500-1560,1,12.42,36.52,7
4,1500-1560,2,179.98,212.26,27
4,1500-1560,3,3.31,19.08,4
4,1500-1560,4,0.02,4.71,1
4,1500-1560,5,9.66,52.22,6
4,1500-1560,6,13.59,28.92,5
4,1500-1560,7,10.04,17.89,2
4,1560-1620,1,8.53,35.65,6
4,1560-1620,2,163.62,192.85,29
4,1560-1620,3,10.36,26.07,8
4,1560-1620,4,9.46,35.65,5
4,1560-1620,5,6.19,24.25,5
4,1560-1620,6,7.68,18.28,3
4,1560-1620,7,24.66,41.2,18
4,1620-1680,1,9.79,44.35,10
4,1620-1680,2,146.48,192.21,25
4,1620-1680,3,15.11,45.94,9
4,1620-1680,4,0.04,4.82,1
4,1620-1680,5,14.95,48.32,8
4,1620-1680,6,10.11,36.53,4
4,1620-1680,7,47.36,68.88,12
4,1680-1740,1,12.08,46.52,15
4,1680-1740,2,131.46,159.61,27
4,1680-1740,3,35.01,60.8,12
4,1680-1740,4,2.92,17.25,3
4,1680-1740,5,52.59,137.85,20
4,1680-1740,6,24.97,44.29,6
4,1680-1740,7,52.74,83.3,9
4,1740-1800,1,43.21,59.18,20
4,1740-1800,2,150.1,170.47,26
4,1740-1800,3,52.71,117.76,21
4,1740-1800,4,2.58,15.92,2
4,1740-1800,5,66.42,139.56,17
4,1740-1800,6,23.02,51.62,12
4,1740-1800,7,19.39,36.97,10
4,1800-1860,1,28.6,76.03,9
4,1800-1860,2,142.81,169.6,19
4,1800-1860,3,65.16,116.94,10
4,1800-1860,4,0.41,10.14,1
4,1800-1860,5,46.75,109.81,16
4,1800-1860,6,67.3,84.23,6
4,1800-1860,7,15.07,45.09,10
4,1860-1920,1,28.89,84.37,18
4,1860-1920,2,88.96,146.64,22
4,1860-1920,3,50.12,147.27,19
4,1860-1920,4,1.69,16.3,2
4,1860-1920,5,59.45,128.3,17
4,1860-1920,6,57.16,97.37,11
4,1860-1920,7,29.64,68.74,17
4,1920-1980,1,40.61,98.3,12
4,1920-1980,2,63.05,102.42,16
4,1920-1980,3,139.87,147.49,21
4,1920-1980,4,4.58,22,3
4,1920-1980,5,52.34,130.45,18
4,1920-1980,6,58.32,78.49,6
4,1920-1980,7,37.71,57.52,14
4,1980-2040,1,16.06,49.45,6
4,1980-2040,2,72.75,102.01,14
4,1980-2040,3,60.66,146.66,17
4,1980-2040,4,5.98,30.96,5
4,1980-2040,5,22.69,62.76,6
4,1980-2040,6,81.54,92.13,13
4,1980-2040,7,17.67,64.35,7
4,2040-2100,1,11.25,26.8,6
